text,location,tsunami,high_waves,coastal_flooding,not_relevant,panic,informational,help_needed
📢 Coastal flooding reported in Gopalpur after rains ? a678a6d0-a9de-49d1-b752-c6c8f0daadcf,Gopalpur,0,0,1,0,0,1,0
🤦‍♂️ My life is a tsunami of work ? 3ba159d9-b491-47cf-9917-094a09a82116,Kolkata,0,0,0,1,0,0,0
🚨 Coastal flooding reported in Kochi after rains . 459050d3-571d-44d2-89b2-8619e2a04d7d,Kochi,0,0,1,0,1,0,1
😂 Great weather in Digha today ? 3718a4d0-5175-461d-89ee-d24b7e4d6edb,Digha,0,0,0,1,0,0,0
🆘 Great weather in Gopalpur today ? dd6fd19c-8140-4adc-bb11-c43695f88c55,Gopalpur,0,0,0,1,1,0,0
🤦‍♂️ Great weather in Agra today . d65313a2-905c-4194-9a40-ec5cdfe1094e,Agra,0,0,0,1,0,0,0
🚨 High tide and strong waves at Vizag beach ? 6e0ae5fa-68c8-4175-854a-43584597a5fd,Vizag,0,1,0,0,1,0,0
😊 Had a great time at Mysuru . 27354508-7089-4114-8d39-b203331a27c9,Mysuru,0,0,0,1,0,0,0
😭 High tide and strong waves at Nagoa Beach beach ! a73041af-2f96-445c-aab3-e06aa8aa2f33,Nagoa Beach,0,1,0,0,1,0,1
📣 Coastal flooding reported in Nagoa Beach after rains ? 1d75b972-bb19-4814-8235-e7ac05b7c32e,Nagoa Beach,0,0,1,0,0,1,0
🤦‍♂️ Had a great time at Alappuzha . fb930afd-b8d4-49ea-9e4b-10fc130c6e20,Alappuzha,0,0,0,1,0,0,0
😂 Just chilling at Amritsar beach ! 5c38deda-4f08-4309-bee7-94c83a172cea,Amritsar,0,0,0,1,0,0,0
🤦‍♂️ Just chilling at Kolkata beach ? ee7e802a-1603-44d2-a05b-5cdd340264aa,Kolkata,0,0,0,1,0,0,0
😊 Enjoying the beautiful sunset at Varanasi . e35a6fd9-a225-45ac-a7de-be400d0df946,Varanasi,0,0,0,1,0,0,0
😊 Had a great time at Kochi . e0dca1cc-5bbd-415a-b173-ee5b7c2906d0,Kochi,0,0,0,1,0,0,0
✅ Rough sea conditions and strong waves in Digha ? b956506a-de6f-4ca3-91df-a72f77c34306,Digha,0,1,0,0,0,1,0
😂 Just chilling at Pune beach . 337f0c60-0018-4e11-a727-60c5adbc7249,Pune,0,0,0,1,0,0,0
😎 The new movie's climax was a flood of emotions . 826a4da5-d1f1-4b19-bd94-042643259511,Vizag,0,0,0,1,0,0,0
😰 Great weather in Kochi today . f2d33606-5b9f-43dc-bb85-3adc86a3b182,Kochi,0,0,0,1,1,0,0
🤷‍♀️ Had a great time at Digha ! 7002db1b-3301-435f-8f34-3adfd40d8c7b,Digha,0,0,0,1,0,0,0
👍 My life is a tsunami of work . d0ab6bc2-19b6-466a-939d-1df82450c697,Lucknow,0,0,0,1,0,0,0
✅ Just chilling at Bhopal beach . 57ac72ba-a2f8-4e2f-a531-687bb60c098f,Bhopal,0,0,0,1,0,1,0
📣 High tide and strong waves at Alibaug beach . c0d86dac-5346-41c8-b690-f1abfd2ff827,Alibaug,0,1,0,0,0,1,0
😂 Enjoying the beautiful sunset at Pune ! 213f0008-c7d6-4246-8d14-685626eaa288,Pune,0,0,0,1,0,0,0
🤷‍♀️ Enjoying the beautiful sunset at Marina Beach Chennai . 15663957-a01e-4b3d-bb43-f7a9553dcda4,Marina Beach Chennai,0,0,0,1,0,0,0
😍 Just chilling at Pune beach ! b0663383-b8b0-4dc8-8cb3-d8c82c2560e0,Pune,0,0,0,1,0,0,0
👍 Great weather in New Delhi today ? b0b33e3f-a8e0-4974-a9d7-2d099a4c4560,New Delhi,0,0,0,1,0,0,0
🙏 The streets of Alibaug have turned into a river ? addb8b28-0245-4a32-98c2-feffdba92cf4,Alibaug,0,0,1,0,1,0,1
🤷‍♀️ The new movie's climax was a flood of emotions . f94da5e7-6852-4993-890e-2d9a527edb6b,Marine Drive Mumbai,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions ! cac81c63-a0e3-4ef9-b373-d0e089269002,Alibaug,0,0,0,1,0,0,0
✔️ The news is confirming a tsunami threat for Alibaug ! a402bace-70ae-488c-8400-f709c4a3b39e,Alibaug,1,0,0,0,0,1,0
😂 Just chilling at Goa beach ! 077d02d1-4be6-4be1-9b53-e0191190bca5,Goa,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work ? d52368bf-5363-430b-a80b-36bedbdd9232,Puri,0,0,0,1,0,0,0
🚨 Just chilling at Goa beach ! b7a63b55-54aa-451a-83cc-be0c17a113cf,Goa,0,0,0,1,1,0,0
👍 Enjoying the beautiful sunset at Bangalore ? 5aeab011-8cd1-4034-b424-c3b12ef02421,Bangalore,0,0,0,1,0,0,0
😂 Had a great time at Marine Drive Mumbai ! 8ed31aeb-1984-46e1-a1f8-b4c9de85765c,Marine Drive Mumbai,0,0,0,1,0,0,0
🤦‍♂️ Had a great time at Pune . 42792012-764a-4b6f-bd4b-673613d5b4c3,Pune,0,0,0,1,0,0,0
"⚠️ Cyclone alert, waves getting dangerously high at Marine Drive Mumbai ! 280812c6-65f9-4461-9cdd-9aef3ed2d5c3",Marine Drive Mumbai,0,1,0,0,0,1,0
😂 Great weather in Digha today ! 49243367-b0da-42c7-a449-263bc91312ae,Digha,0,0,0,1,0,0,0
🚨 The news is confirming a tsunami threat for Chennai . 5cc4ed13-f0c8-4487-96ea-727d2a80773a,Chennai,1,0,0,0,1,0,1
😂 The new movie's climax was a flood of emotions ! 3c0ec761-b667-405c-91a5-57f37c4c340b,Cavelossim Beach,0,0,0,1,0,0,0
📰 High tide and strong waves at Nagoa Beach beach ? a9bc5cea-6a50-4efd-826e-a295f187e1d8,Nagoa Beach,0,1,0,0,0,1,0
😂 Great weather in Marina Beach Chennai today . 816ec557-bb7c-4d92-894c-4910780fe069,Marina Beach Chennai,0,0,0,1,0,0,0
😂 My life is a tsunami of work ! b32e1e68-c1c4-44ec-a7d0-e2f01e42e995,Cavelossim Beach,0,0,0,1,0,0,0
🤦‍♂️ Great weather in New Delhi today . d20c71d3-63e2-4f33-b935-ec7b87d86d1f,New Delhi,0,0,0,1,0,0,0
😊 My life is a tsunami of work ? 55684fd4-3dcc-48e6-84b7-5c8b27aee0a3,Chandigarh,0,0,0,1,0,0,0
😊 Had a great time at Mumbai . 3e7fa062-da0c-4b8a-bdf1-71138ca91ed7,Mumbai,0,0,0,1,0,0,0
🤦‍♂️ Had a great time at Bhopal ? e877a369-4bfb-4c55-bfd9-11db01064641,Bhopal,0,0,0,1,0,0,0
😂 Had a great time at Nagoa Beach ! f432d46d-2998-404c-82af-3ee86c2211b0,Nagoa Beach,0,0,0,1,0,0,0
😭 Evacuate coastal areas of Mumbai immediately ? 91b2a947-e44a-4d42-bc15-ce674dd8fcce,Mumbai,1,0,0,0,1,0,1
🆘 The news is confirming a tsunami threat for Vizag . 0c5d00a5-e7ab-4e4c-809f-16c72e083b45,Vizag,1,0,0,0,1,0,1
😍 Enjoying the beautiful sunset at Chandigarh ? 02f35897-0c2a-49e6-99f8-720dbde6c7cc,Chandigarh,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work ! 409ff1c3-52e4-4df2-8905-96debe8252d7,Varanasi,0,0,0,1,0,0,0
😭 The news is confirming a tsunami threat for Alappuzha ! e2957bcc-3b33-4d72-b8bf-61202cd235f8,Alappuzha,1,0,0,0,1,0,1
😂 The new movie's climax was a flood of emotions ? 5de075a0-8906-40a6-9ec9-bffc1456545b,Goa,0,0,0,1,0,0,0
🤦‍♂️ The new movie's climax was a flood of emotions . 44e9d2f9-72f4-4170-b830-33eac52944c0,Kochi,0,0,0,1,0,0,0
👍 Had a great time at Chennai ? 116ef29a-e613-471f-ae19-bad859be651b,Chennai,0,0,0,1,0,0,0
😍 Great weather in Nagoa Beach today . 8c069ddf-c9bd-477a-b6dd-de69d3a24ce4,Nagoa Beach,0,0,0,1,0,0,0
📣 High tide and strong waves at Puri beach ? 7211d006-9c18-4296-9130-4d46250d2699,Puri,0,1,0,0,0,1,0
😍 Great weather in Varanasi today . 1daeca8a-608b-43cf-ad84-3936159834a6,Varanasi,0,0,0,1,0,0,0
😨 Heavy waterlogging on roads in Alappuzha ! 0a5504dc-5278-48ed-ab6f-e7421dfedd31,Alappuzha,0,0,1,0,1,0,0
🆘 Rough sea conditions and strong waves in Kochi ? 1494425a-10b8-4eae-ab70-34ca8446bb31,Kochi,0,1,0,0,1,0,0
"🏃‍♂️ Cyclone alert, waves getting dangerously high at Kochi ! a9c3555c-6d09-4836-b188-cbc40bb9ae0f",Kochi,0,1,0,0,1,0,0
😍 The new movie's climax was a flood of emotions ? afd99f04-a397-4c85-8d68-4492d82e80c5,Gopalpur,0,0,0,1,0,0,0
😂 Had a great time at Lucknow . 84b3b4da-8370-4e43-92c4-43e7f4753704,Lucknow,0,0,0,1,0,0,0
"🆘 Cyclone alert, waves getting dangerously high at Kollam ? b94a6689-a30b-4a9b-9985-22ff3643c6b2",Kollam,0,1,0,0,1,0,1
😂 The new movie's climax was a flood of emotions . 26729d11-13eb-4bc3-a246-9266a8f61c4d,Vizag,0,0,0,1,0,0,0
🆘 Evacuate coastal areas of Gopalpur immediately ? a611bfed-e538-41ac-a8ce-e3a9d30cdd1a,Gopalpur,1,0,0,0,1,0,1
🆘 Heavy waterlogging on roads in Kochi ? a903df0c-8344-4c05-be07-34ae5800c8df,Kochi,0,0,1,0,1,0,1
😂 My life is a tsunami of work ? aad03401-6a34-4396-b50a-38822e190c60,Ahmedabad,0,0,0,1,0,0,0
🙏 Heavy waterlogging on roads in Alappuzha . d990581a-4302-49ab-a56c-c00522ddf6b5,Alappuzha,0,0,1,0,1,0,1
😊 Enjoying the beautiful sunset at Bhopal . 104bd45f-f11c-4a9a-b66b-c014542b2f24,Bhopal,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work ! 95f45542-2300-49fd-9fba-d2660f67a7bb,Kollam,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Varanasi ! aebdb6e5-082c-4c8a-a16b-c550831b504e,Varanasi,0,0,0,1,0,0,0
😂 Just chilling at Digha beach ! 6edea96e-694e-400d-86da-6ace541ed189,Digha,0,0,0,1,0,0,0
👍 Great weather in Nagoa Beach today ! e6495d03-40d8-4245-9848-72d87e53fbb7,Nagoa Beach,0,0,0,1,0,0,0
🆘 Unusually high waves are lashing the coasts of Kovalam beach ! 6018e9c8-321c-4864-83ac-442b256a2594,Kovalam beach,0,1,0,0,1,0,1
📢 The news is confirming a tsunami threat for Marina Beach Chennai ? aa1171ed-e5a6-4a8e-824f-a51766464b85,Marina Beach Chennai,1,0,0,0,0,1,0
😍 Great weather in Alappuzha today ? 9b8a7f41-5fdf-4d52-b045-ab2d2bce86c3,Alappuzha,0,0,0,1,0,0,0
📣 Evacuate coastal areas of Chennai immediately ? 3073fdfe-7d04-47a8-baeb-5d1e25fcd0e3,Chennai,1,0,0,0,0,1,0
😊 Great weather in Cavelossim Beach today . f1675cf0-f08d-4e0a-b3a8-c7d079c63e56,Cavelossim Beach,0,0,0,1,0,0,0
👍 My life is a tsunami of work ! e0774309-0b6a-4f37-9257-038d907524ef,Chandigarh,0,0,0,1,0,0,0
😬 Massive high waves hitting Digha shores ? da8715af-5d0a-42cf-83e8-3186ffccce0b,Digha,0,1,0,0,1,0,0
😬 Unusually high waves are lashing the coasts of Cavelossim Beach ? ec9fb23c-b5db-4a8a-bf48-5e9bf4aa4e7e,Cavelossim Beach,0,1,0,0,1,0,0
📰 Unusually high waves are lashing the coasts of Vizag ? d94a607f-2272-4001-aefc-e61a13686290,Vizag,0,1,0,0,0,1,0
🤦‍♂️ Had a great time at Ahmedabad . eed229c8-03f4-467b-a572-ef1fba4a0ec9,Ahmedabad,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions . caf19340-95a8-423f-9d2b-6f0a34cb484c,Amritsar,0,0,0,1,0,0,0
📣 Heavy waterlogging on roads in Alappuzha ? 175504fe-f3b4-40fa-9f83-d63c5f4bb486,Alappuzha,0,0,1,0,0,1,0
😍 Great weather in Hyderabad today ? 350a9235-7992-4d00-a2b5-b1ac14be65b5,Hyderabad,0,0,0,1,0,0,0
😎 Just chilling at Pune beach . dd55f826-92d7-4202-bab5-57065b79637e,Pune,0,0,0,1,0,0,0
👍 Just chilling at Chennai beach . e76096ea-7ad1-491b-b8b7-0bb585518ec5,Chennai,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Amritsar ? 39229fe9-60ea-416d-8432-ecf92b856f0e,Amritsar,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions ? 82064c35-b6e0-4b74-8728-6332bd2b21a7,Goa,0,0,0,1,0,0,0
😬 Great weather in Mumbai today . 5b6e71f3-c2d5-40c5-bee8-9a075f44301d,Mumbai,0,0,0,1,1,0,0
🆘 High tide and strong waves at Kovalam beach beach ? 8d6e2bc0-3a39-4a15-8233-e17265e2cd8c,Kovalam beach,0,1,0,0,1,0,0
👍 Great weather in Mumbai today ! 9d989b52-fb3c-4227-a5e7-70dd39572950,Mumbai,0,0,0,1,0,0,0
😂 My life is a tsunami of work ! 55798a91-acb0-4949-9648-922cde43de41,Marina Beach Chennai,0,0,0,1,0,0,0
😍 The new movie's climax was a flood of emotions ! 3042a242-96f2-49d0-ad26-ab66cbbbac98,Digha,0,0,0,1,0,0,0
🤷‍♀️ Enjoying the beautiful sunset at Kovalam beach ! 71cda85a-2356-4631-9d3b-54122ba20764,Kovalam beach,0,0,0,1,0,0,0
😂 My life is a tsunami of work ? f555a22b-5b98-4d29-ae1a-0b930c83445d,Vizag,0,0,0,1,0,0,0
✅ Evacuate coastal areas of Digha immediately . fe3831ae-00f8-4f30-b820-78f4bcf3ecc5,Digha,1,0,0,0,0,1,0
😂 Just chilling at Agra beach ? ba810c63-8f9b-49bc-9fe0-053dd5e17071,Agra,0,0,0,1,0,0,0
😂 My life is a tsunami of work ! 924fda69-4a59-497d-ac4f-1ce71490f595,Mumbai,0,0,0,1,0,0,0
😭 Coastal flooding reported in Marine Drive Mumbai after rains ? a6ed700f-0fa4-41cb-91d6-8839445a8072,Marine Drive Mumbai,0,0,1,0,1,0,1
"📰 Cyclone alert, waves getting dangerously high at Nagoa Beach ? dfd7d471-a4c7-4429-b9c0-c3d61dbaf6a2",Nagoa Beach,0,1,0,0,0,1,0
🤦‍♂️ Enjoying the beautiful sunset at Lucknow ? 1b2d6bcf-a286-4029-8eef-606462df353d,Lucknow,0,0,0,1,0,0,0
🤦‍♂️ Enjoying the beautiful sunset at Mysuru . 3fc8b16e-3e15-4ec2-abc1-743112875c64,Mysuru,0,0,0,1,0,0,0
😍 Had a great time at Varanasi ! 13144306-6fa1-49f8-ba62-4c8868c18d18,Varanasi,0,0,0,1,0,0,0
😊 Just chilling at Puri beach ! 6d229fac-dd6b-45f6-a628-354318241ccb,Puri,0,0,0,1,0,0,0
🚨 Local authorities advising to avoid Marine Drive Mumbai due to flooding . e62470dd-a3ea-402f-8825-16e6fb09e05c,Marine Drive Mumbai,0,0,1,0,1,0,0
"🗓️ Cyclone alert, waves getting dangerously high at Alibaug ! 9dc83fcf-f0d5-49fe-8bf4-724091decacb",Alibaug,0,1,0,0,0,1,0
😭 Unusually high waves are lashing the coasts of Kochi . 6315691a-c0bf-4d9f-8883-a3702ed319ff,Kochi,0,1,0,0,1,0,1
"😰 Cyclone alert, waves getting dangerously high at Goa ! 0249c22b-2eda-437c-a9bc-904d51e090e9",Goa,0,1,0,0,1,0,0
😬 Heavy waterlogging on roads in Marine Drive Mumbai . 95be9cbb-06ae-42b9-8e1e-bf94c34b2347,Marine Drive Mumbai,0,0,1,0,1,0,0
😂 My life is a tsunami of work ? 335b521f-1a15-4557-9470-64f4da24ef20,Ahmedabad,0,0,0,1,0,0,0
😎 Just chilling at Hyderabad beach ? 05bf3e98-43e8-4d16-bd3c-8b75f2a7e5f6,Hyderabad,0,0,0,1,0,0,0
😎 Just chilling at Agra beach ? de854c01-daa4-4a2d-b74c-dbbcb5dd927d,Agra,0,0,0,1,0,0,0
😬 Massive high waves hitting Mumbai shores ! c2fbb9cc-81d8-4bc3-ad96-f72e353ab3bb,Mumbai,0,1,0,0,1,0,0
😍 My life is a tsunami of work . 148e30bd-2805-4a7f-938a-c0a1a352318e,Vizag,0,0,0,1,0,0,0
⚠️ Water is entering homes in Marina Beach Chennai near the shore . f4c2ef1c-ff7d-4fb8-a93c-cc1e35b93de1,Marina Beach Chennai,0,0,1,0,0,1,0
🤦‍♂️ My life is a tsunami of work ? 4c553085-f0aa-4306-8052-abd44b7c91b1,Jaipur,0,0,0,1,0,0,0
😂 My life is a tsunami of work ? a88bb7fc-09ad-4dfd-874b-a0d58a1fba66,Chennai,0,0,0,1,0,0,0
"📞 Cyclone alert, waves getting dangerously high at Alappuzha ? 905c5ab1-a763-4351-820d-48f851f0b233",Alappuzha,0,1,0,0,1,0,1
😊 Just chilling at Amritsar beach ? 4bd3663a-d4df-40af-b61c-8da3e05fc33f,Amritsar,0,0,0,1,0,0,0
🆘 Water is entering homes in Gopalpur near the shore ? 0d4c8ffa-018d-4c2c-a1af-a359bedb9367,Gopalpur,0,0,1,0,1,0,0
🚨 Tsunami warning issued for Digha ! e8060db9-19ea-4c99-96a7-a10eaf72557f,Digha,1,0,0,0,1,0,1
👍 Enjoying the beautiful sunset at Pune ! b79b6f81-12c5-41c7-9b07-5353e54b3311,Pune,0,0,0,1,0,0,0
🤦‍♂️ Great weather in Agra today ! 56aa2e38-0b6a-48a7-8288-163a06121f0a,Agra,0,0,0,1,0,0,0
🤷‍♀️ Had a great time at Ahmedabad . a23b73c7-7f18-4e7d-b714-9157811df58e,Ahmedabad,0,0,0,1,0,0,0
😂 Just chilling at Bhopal beach ? 1a92f018-a890-497f-9c93-df2fb5a1daf5,Bhopal,0,0,0,1,0,0,0
😂 Just chilling at Goa beach ! dbd9547c-bc70-47e4-a86f-93e56462f4d8,Goa,0,0,0,1,0,0,0
⚠️ Had a great time at Jaipur ? 2920f65a-0cb5-415c-9a7e-07f94c8e8cb9,Jaipur,0,0,0,1,0,1,0
🤦‍♂️ Great weather in Nagoa Beach today ! 28ec1400-b1e1-4e47-be01-67d69a4222ab,Nagoa Beach,0,0,0,1,0,0,0
😂 The new movie's climax was a flood of emotions ! ec720473-e8ba-4008-ad3d-a216ea8468e0,Vizag,0,0,0,1,0,0,0
✅ Just chilling at Cavelossim Beach beach ! 5f9eaade-966e-4000-abef-75ba664bc11f,Cavelossim Beach,0,0,0,1,0,1,0
🚨 Reports of a tsunami alert near Nagoa Beach ! 9587b7f4-73ce-4369-8d08-7acac1844979,Nagoa Beach,1,0,0,0,1,0,0
✔️ Local authorities advising to avoid Puri due to flooding ? 2339afc4-c415-4326-b6d6-f1f5c5396c3d,Puri,0,0,1,0,0,1,0
🚨 Rough sea conditions and strong waves in Kollam ? 9346e9ba-5330-408a-904d-0cf683fb552e,Kollam,0,1,0,0,1,0,0
📰 Just chilling at Chennai beach ! 52495ef2-12e8-4166-bd69-eb3eff57bf07,Chennai,0,0,0,1,0,1,0
😊 My life is a tsunami of work ! 5cded786-e4e7-4527-91c9-637c28010e16,Digha,0,0,0,1,0,0,0
🤦‍♂️ My life is a tsunami of work ? bd34f2ac-f131-4d36-bd1c-20cf2269cd74,Marina Beach Chennai,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions ? ba233ca5-a49a-4eb3-b29d-70c390e94ba7,Marina Beach Chennai,0,0,0,1,0,0,0
😭 Heavy waterlogging on roads in Cavelossim Beach ? 7fe4f67e-65ca-4beb-9bd3-39dd9373aab4,Cavelossim Beach,0,0,1,0,1,0,1
😰 High tide and strong waves at Kovalam beach beach ! 5e0b92c4-baa9-451c-836e-a53f07771d30,Kovalam beach,0,1,0,0,1,0,0
😍 The new movie's climax was a flood of emotions . e979437b-b031-4671-8bd6-df086abd24f4,Pune,0,0,0,1,0,0,0
✔️ Reports of a tsunami alert near Mumbai . 52e54954-87fd-4fcb-be0c-c7b4a22891d1,Mumbai,1,0,0,0,0,1,0
😊 Just chilling at Agra beach ! 7184d099-b7ac-40e6-a1d3-66fb3b274730,Agra,0,0,0,1,0,0,0
😰 Rough sea conditions and strong waves in Puri ? b78919ab-533e-451d-b9fc-6b7f9c272bbb,Puri,0,1,0,0,1,0,0
👍 Enjoying the beautiful sunset at Mysuru ? 2e6f13ff-4ace-44dd-a7a0-632f523911a7,Mysuru,0,0,0,1,0,0,0
🤷‍♀️ Just chilling at Goa beach ! 1f9dde28-b066-43c0-b868-5e2d6b119049,Goa,0,0,0,1,0,0,0
😱 The streets of Nagoa Beach have turned into a river ! c363511c-5906-4dab-a40b-6b8029c2de81,Nagoa Beach,0,0,1,0,1,0,0
😂 Had a great time at Cavelossim Beach . 867d640e-ebcc-496d-ad70-b1e479198b4b,Cavelossim Beach,0,0,0,1,0,0,0
😊 My life is a tsunami of work ! 2ee94549-0cef-4286-8184-9730a86b35a1,Varanasi,0,0,0,1,0,0,0
😬 Massive high waves hitting Cavelossim Beach shores . 7167d6f6-12d0-413a-ae3b-80d4d749b47a,Cavelossim Beach,0,1,0,0,1,0,0
🤦‍♂️ Had a great time at Nagoa Beach . d8e80b1d-f012-40e0-a807-fd3fdf0c2716,Nagoa Beach,0,0,0,1,0,0,0
😎 Enjoying the beautiful sunset at Chandigarh ? cd84bef4-b786-4c46-a1b5-b71d8b70adc8,Chandigarh,0,0,0,1,0,0,0
🤦‍♂️ Had a great time at Digha ! 99eaa5c2-7563-40f9-9c4a-6072065dc9cb,Digha,0,0,0,1,0,0,0
🤷‍♀️ My life is a tsunami of work ! 8395ee38-c3ca-465a-ac2e-ebaf860533b0,Jaipur,0,0,0,1,0,0,0
🗓️ Rough sea conditions and strong waves in Vizag ? 058caec0-6074-43f7-9e9a-1ea219b748c8,Vizag,0,1,0,0,0,1,0
😂 My life is a tsunami of work ? 8a88d339-d2b0-4f57-b2c9-b4f0073d6f93,Vizag,0,0,0,1,0,0,0
🚨 The streets of Alibaug have turned into a river . 9aea99db-fb22-422d-a60f-cd84deb4c425,Alibaug,0,0,1,0,1,0,0
✅ Heavy waterlogging on roads in Kochi ! c864d427-0990-46a5-a3ea-48401b0e26f0,Kochi,0,0,1,0,0,1,0
👍 Just chilling at Cavelossim Beach beach ? 9253fea5-24ee-42f7-ad7d-bdfe12975dfc,Cavelossim Beach,0,0,0,1,0,0,0
😎 My life is a tsunami of work . abe26eed-38a6-432b-b038-798c5b9ecc3a,Gopalpur,0,0,0,1,0,0,0
🤦‍♂️ Great weather in Bangalore today . a59b318d-acb9-48aa-a675-72a84449d354,Bangalore,0,0,0,1,0,0,0
😊 Great weather in Bangalore today ! 8b437287-953d-4919-8e15-62381034822a,Bangalore,0,0,0,1,0,0,0
😂 Had a great time at Kochi ! 3cf0c387-3feb-4977-9bf1-d3a9bc926837,Kochi,0,0,0,1,0,0,0
😎 Great weather in Alibaug today . 0d9d3097-ab1a-4fad-8634-134c9fe68ed2,Alibaug,0,0,0,1,0,0,0
😊 Just chilling at Kovalam beach beach . a5f8cc2a-5873-4e3d-81eb-00b7f78544a4,Kovalam beach,0,0,0,1,0,0,0
🙏 Local authorities advising to avoid Gopalpur due to flooding . c5a6ff18-5e2f-4fca-9c6c-2517e8111563,Gopalpur,0,0,1,0,1,0,1
😊 Just chilling at Cavelossim Beach beach . 3ad962ee-df8e-48f3-8ddb-13f7c8892d52,Cavelossim Beach,0,0,0,1,0,0,0
🤷‍♀️ Great weather in Alappuzha today ? aeca5ef4-2f0f-4d3c-954e-e925923f8dde,Alappuzha,0,0,0,1,0,0,0
👍 Enjoying the beautiful sunset at Lucknow . f770dbe0-bf48-4a07-9c8e-441a42af3a50,Lucknow,0,0,0,1,0,0,0
😨 Local authorities advising to avoid Kochi due to flooding ? dc50d71a-3648-4a08-a3d2-e44e45a484f9,Kochi,0,0,1,0,1,0,0
🤦‍♂️ My life is a tsunami of work ! bcf040c2-dba8-45d0-993a-f831131a816d,Jaipur,0,0,0,1,0,0,0
😎 Great weather in Kollam today . 4ee1724c-c87a-461a-9325-58b18a663923,Kollam,0,0,0,1,0,0,0
😂 Enjoying the beautiful sunset at Pune . 1f9ce5e4-d659-4c11-9a9f-4e71bf836131,Pune,0,0,0,1,0,0,0
😊 Had a great time at New Delhi . 0949a72d-6861-4233-b52c-4f7d27157d4d,New Delhi,0,0,0,1,0,0,0
😊 Had a great time at Alibaug ? 912ef1c4-bfc6-4ca8-9b49-40ff3913197b,Alibaug,0,0,0,1,0,0,0
😱 Local authorities advising to avoid Vizag due to flooding ! daa2a0cd-d0be-461d-90f7-2cd84f1b13c8,Vizag,0,0,1,0,1,0,0
👍 The new movie's climax was a flood of emotions . 51545766-def7-41d4-b346-5aa185f2d927,Marine Drive Mumbai,0,0,0,1,0,0,0
📰 Unusually high waves are lashing the coasts of Marina Beach Chennai . d3a453c7-fd9c-4132-b784-0d13739eb046,Marina Beach Chennai,0,1,0,0,0,1,0
😭 Rough sea conditions and strong waves in Chennai ! fb2555b9-0d49-4a3b-967f-e788ddd48a5d,Chennai,0,1,0,0,1,0,1
😂 Great weather in Amritsar today ? a2a88e41-4614-46f4-947d-432143d4ad40,Amritsar,0,0,0,1,0,0,0
😊 My life is a tsunami of work ! c3fcb727-d48e-446d-b61d-ad3ad18f8695,Lucknow,0,0,0,1,0,0,0
👍 My life is a tsunami of work ! 26b24fec-d9f7-4db1-a799-cc993e2a5f32,Bhopal,0,0,0,1,0,0,0
👍 My life is a tsunami of work ? 0882ebb0-6194-4f1c-ad96-1be9b351d708,New Delhi,0,0,0,1,0,0,0
😂 Great weather in Chandigarh today . 2f748599-3985-4ac7-a938-dd7ab94b0a4b,Chandigarh,0,0,0,1,0,0,0
🤷‍♀️ Great weather in Lucknow today . bfae9a0d-09bc-44b1-80e7-ca24775d3674,Lucknow,0,0,0,1,0,0,0
😍 Had a great time at Vizag . 4dd7b943-caae-4e91-80c1-db081db5b32c,Vizag,0,0,0,1,0,0,0
👍 The new movie's climax was a flood of emotions ? 34539ee7-a300-4e58-b751-37e1c22ade74,Alappuzha,0,0,0,1,0,0,0
👍 Had a great time at Marina Beach Chennai ! 1e4fca9c-b8f1-4907-a267-5f7e57803eea,Marina Beach Chennai,0,0,0,1,0,0,0
😂 Just chilling at Bhopal beach ! b0031727-bd75-4fca-87d0-32dd109b9bb3,Bhopal,0,0,0,1,0,0,0
😂 Just chilling at Alappuzha beach . 80aa3190-2df9-4a76-9887-7d2a594fa905,Alappuzha,0,0,0,1,0,0,0
🏃‍♂️ Just chilling at Lucknow beach . a2d25698-3865-4133-a1bf-a494b1d4f711,Lucknow,0,0,0,1,1,0,0
😰 The streets of Alappuzha have turned into a river ! ad7303f1-d2c1-47b2-a1cd-c0607d304933,Alappuzha,0,0,1,0,1,0,0
😱 Evacuate coastal areas of Kovalam beach immediately ! befea1a4-594c-4854-9cd9-3fd1a8ff303e,Kovalam beach,1,0,0,0,1,0,0
😎 Enjoying the beautiful sunset at Alibaug ! 651c2daa-5c2a-465a-95d7-d880ee978adf,Alibaug,0,0,0,1,0,0,0
🗓️ Massive high waves hitting Digha shores ! afad77cd-9dd4-4319-932f-f888633414bc,Digha,0,1,0,0,0,1,0
✔️ Coastal flooding reported in Kovalam beach after rains . ba3b6afe-8644-4cec-9e51-be326d7a227b,Kovalam beach,0,0,1,0,0,1,0
😎 Just chilling at Bangalore beach ! 1b4107a1-720d-46fa-a9bc-bfd291fbf21c,Bangalore,0,0,0,1,0,0,0
📢 Had a great time at New Delhi ? bbd948df-5b6d-46d5-afaf-5d8a2c04ff0e,New Delhi,0,0,0,1,0,1,0
